,Flow Duration,Flow IAT Min,Bwd IAT Mean,Bwd IAT Std,Idle Max,Label
15525,168,168,0.0,0.0,0,0
2561,17071,6,5688.333333,9102.059785,0,1
14840,5124,4,1706.666667,2771.887684,0,1
6134,246,246,0.0,0.0,0,0
19663,374810,1,17847.71429,34622.31729,0,1
9433,6300052,42,2099947.667,3636748.399,0,0
15442,5881946,6,71968.3125,545439.2799,0,0
12213,7125,7125,0.0,0.0,0,1
17331,486,486,0.0,0.0,0,1
2937,3276356,85,521942.3333,484801.0887,0,0
12853,53771078,33,0.0,0.0,53649263,0
19844,5968628,63,0.0,0.0,0,0
15194,124,124,0.0,0.0,0,0
850,10465,10465,0.0,0.0,0,1
16347,116254651,2,116254647.0,0.0,116254645,1
6996,17,17,0.0,0.0,0,0
18418,350714,29,29.0,0.0,0,0
18040,119957838,0,4133279.103,14991021.06,58186331,0
8801,340380,7,16208.0,35416.02119,0,1
13503,13163,13163,0.0,0.0,0,0
4195,25235,25235,0.0,0.0,0,1
10355,274,274,0.0,0.0,0,0
4395,1956,1956,0.0,0.0,0,1
10471,212,212,0.0,0.0,0,0
8062,6,6,0.0,0.0,0,1
11796,1,1,0.0,0.0,0,1
508,1593,1593,0.0,0.0,0,0
10024,30440,30440,0.0,0.0,0,1
19137,257755,1,0.0,0.0,0,0
4060,116575181,1,9709405.917,22637016.66,58273113,0
12051,115617099,0,6134069.167,5027059.454,10003475,0
10345,498,498,0.0,0.0,0,0
5589,27,27,0.0,0.0,0,0
13303,72045364,1,6546761.455,4863676.445,10015660,0
1477,9908,1,3169.333333,5141.809442,0,1
3684,766,766,0.0,0.0,0,1
3077,30245,0,0.0,0.0,0,0
9342,115502135,0,3687444.333,4922799.903,10175849,0
142,3995151,84,555396.7143,447314.329,0,0
5724,3,3,0.0,0.0,0,1
6654,15857,6,15177.0,0.0,0,0
3638,3881090,34,550988.8571,394961.7478,0,0
18584,905974,63,226477.75,3084.327304,0,0
6784,5843,5843,0.0,0.0,0,1
13074,88239340,88239340,0.0,0.0,88239340,0
18161,2200922,2,259161.0,288482.6007,0,0
11619,18966,3,6320.666667,5652.803759,0,1
222,3911052,3,533217.1429,327543.7214,0,0
3331,5483,5483,0.0,0.0,0,1
13997,62782446,0,3300269.842,13306212.03,58124746,0
16128,1134,1134,0.0,0.0,0,1
2086,83862,29,29.0,0.0,0,0
4803,1,1,0.0,0.0,0,1
4606,315249,6,15011.0,33777.99899,0,1
17852,5085361,0,724946.4286,1885145.219,0,0
9250,22438,3,7477.333333,6617.04967,0,1
10531,260,260,0.0,0.0,0,0
3027,5245998,80,864107.0,1177200.126,0,0
16719,42,42,0.0,0.0,0,0
1307,77640,119,0.0,0.0,0,0
5612,110057435,0,1775104.629,3851428.077,10000000,0
5636,306896,1,52537.0,60853.89392,0,0
8698,287910,7,13709.66667,29988.97863,0,1
8088,34,34,0.0,0.0,0,0
13585,316,316,0.0,0.0,0,0
18008,498,498,0.0,0.0,0,1
4411,60176311,48,5013680.667,5225429.752,10003894,0
19584,99957,620,43267.0,0.0,0,0
16668,849,27,186.3333333,156.106801,0,0
8309,28843,28843,0.0,0.0,0,1
4215,9350,20,3011.0,4858.163851,0,1
17051,8885,8885,0.0,0.0,0,1
12379,53602597,53602597,0.0,0.0,0,0
16539,616237,37,205395.0,3177.52797,0,0
5001,7,7,0.0,0.0,0,1
1799,448,448,0.0,0.0,0,1
10380,7046475,5,2019494.0,2855124.648,0,1
258,1746,1746,0.0,0.0,0,0
1238,3,3,0.0,0.0,0,1
585,2189,2189,0.0,0.0,0,0
14768,17546,3,5847.666667,5149.051013,0,1
15618,854130,47,171227.0,2481.582157,0,0
19850,126578,31,31.0,0.0,0,0
17064,13980,13980,0.0,0.0,0,1
635,18,18,0.0,0.0,0,1
860,888335,44,177887.75,1244.693637,0,0
7625,1768688,4,275791.6667,336564.9447,0,0
12211,418,418,0.0,0.0,0,0
18970,9446,9446,0.0,0.0,0,1
4990,1738119,5,269519.5,335561.5638,0,0
871,11936,3,3976.0,6315.939202,0,1
2927,8787,1,0.0,0.0,0,0
17288,737,0,179.0,195.1230381,0,0
12561,963,963,0.0,0.0,0,1
2453,35495,33,33.0,0.0,0,0
2083,53898739,53898739,0.0,0.0,0,0
14224,90729,0,0.0,0.0,0,0
988,1,1,0.0,0.0,0,1
8697,35,35,0.0,0.0,0,0
13211,9748,3,3248.333333,4957.000134,0,1
3857,6149,6149,0.0,0.0,0,1
19787,5085,5085,0.0,0.0,0,1
6650,86140006,86140006,0.0,0.0,86140006,0
17778,11294,2,3762.666667,5694.452505,0,1
13588,798,798,0.0,0.0,0,0
9788,6262677,60,2087488.667,3614987.779,0,0
15972,30763,1,0.0,0.0,0,0
4832,4036,4036,0.0,0.0,0,1
619,86105614,86100000,0.0,0.0,86100000,0
17384,1,1,0.0,0.0,0,1
2117,1,1,0.0,0.0,0,1
10318,1297,1297,0.0,0.0,0,0
9764,12,12,0.0,0.0,0,0
6226,36932,36932,0.0,0.0,0,0
4345,119214240,0,337466.3286,4416175.172,58910719,0
19480,87,87,0.0,0.0,0,0
8351,2133,2133,0.0,0.0,0,0
16717,59445829,1,4571874.923,5134802.087,10003738,0
14530,612,612,0.0,0.0,0,1
113,148,148,0.0,0.0,0,0
954,1146,1146,0.0,0.0,0,0
13211,9748,3,3248.333333,4957.000134,0,1
4826,643,31,0.0,0.0,0,0
14268,1,1,0.0,0.0,0,1
13665,1,1,0.0,0.0,0,1
17314,9091,9091,0.0,0.0,0,1
3360,14189,14189,0.0,0.0,0,1
18659,1577,1577,0.0,0.0,0,1
5319,40226,359,39867.0,0.0,0,0
3186,635,635,0.0,0.0,0,0
14088,5011214,6,1670402.667,2887375.922,0,1
5,17331,17331,0.0,0.0,0,0
7209,6,6,0.0,0.0,0,1
1792,1610,33,0.0,0.0,0,0
16299,15777,6,15221.0,0.0,0,0
10815,54164663,54164663,0.0,0.0,0,0
2123,2016,2016,0.0,0.0,0,1
321,1,1,0.0,0.0,0,1
19909,49530,4,48355.0,0.0,0,0
9205,1114,6,369.3333333,451.2098551,0,1
2071,2910340,73,453722.8333,385940.7033,0,0
18458,11059,1,3478.333333,5524.880934,0,1
5746,238,238,0.0,0.0,0,0
7997,15691,15691,0.0,0.0,0,1
13021,5443,5443,0.0,0.0,0,1
18864,2,2,0.0,0.0,0,1
15393,1930,1930,0.0,0.0,0,1
17540,1026776,5,493765.5,689213.4441,0,1
18885,859,859,0.0,0.0,0,0
629,3110,3110,0.0,0.0,0,1
3546,2,2,0.0,0.0,0,1
9580,26337,26337,0.0,0.0,0,0
14753,85955275,85955275,0.0,0.0,85955275,0
3276,42,42,0.0,0.0,0,0
5652,1107,6,547.0,0.0,0,0
3800,1,1,0.0,0.0,0,0
3362,588,31,0.0,0.0,0,0
9473,7761,3,2586.0,4235.546128,0,1
6009,29249,5,9747.0,8452.574105,0,1
1234,10075,10075,0.0,0.0,0,1
8324,20435,20435,0.0,0.0,0,0
2496,11691,21,3725.666667,6030.814318,0,1
12531,8475,8475,0.0,0.0,0,1
10414,754,27,163.0,169.5759417,0,0
16520,2,2,0.0,0.0,0,1
12607,2046,2046,0.0,0.0,0,1
13010,8382,8382,0.0,0.0,0,1
1733,88317980,88317980,0.0,0.0,88317980,0
3204,2,2,0.0,0.0,0,1
9229,298259,1,29981.28571,51338.7016,0,0
2345,2,2,0.0,0.0,0,1
1268,3127193,139,477794.0,389122.8856,0,0
9091,116296124,0,7263773.313,19800000.0,58000000,0
15177,2615559,82,419851.1667,413394.9077,0,0
11474,3988784,38,565828.4286,370707.9467,0,0
18371,1380,8,679.0,0.0,0,0
6375,1495,1495,0.0,0.0,0,1
696,2326366,4,351932.0,295077.7635,0,0
19892,10861,1,3412.333333,5406.540514,0,1
15352,6,6,0.0,0.0,0,1
16132,715,17,0.0,0.0,0,0
4705,527,527,0.0,0.0,0,1
3341,3643,3643,0.0,0.0,0,1
11511,1098,6,518.0,0.0,0,0
2662,110054786,85,318625.6154,330262.2064,86135379,0
15088,4061,4061,0.0,0.0,0,1
15076,18035,4,6007.666667,9528.176391,0,1
19027,867893,39,174055.5,970.3677997,0,0
19498,1246,6,695.0,0.0,0,0
1337,54286557,54286557,0.0,0.0,0,0
2184,1304,1304,0.0,0.0,0,1
10008,56,56,0.0,0.0,0,0
11449,24907,24907,0.0,0.0,0,1
7081,12683,12683,0.0,0.0,0,0
1974,829,0,192.3333333,183.2930259,0,0
18979,1251,17,0.0,0.0,0,0
19720,38021,4,12672.33333,11094.79645,0,1
8225,41,41,0.0,0.0,0,0
16389,5610441,1,50665.25,60792.38977,5207039,0
7122,18,18,0.0,0.0,0,1
9816,36033373,0,2171517.133,4098392.15,10001466,0
5657,19,19,0.0,0.0,0,1
17677,90,90,0.0,0.0,0,0
5047,5048741,39,1682844.0,2914244.766,0,0
15734,80853,1,9222.857143,15018.86741,0,0
1681,251559,67,0.0,0.0,0,0
19527,199119,0,14921.81818,27210.6368,0,0
14794,315,315,0.0,0.0,0,0
15587,103861,33,33.0,0.0,0,0
19878,1737,0,178.3333333,176.5285624,0,0
11751,2379512,83,339505.8333,304053.4077,0,0
11534,375,375,0.0,0.0,0,0
10702,118812245,1,6277706.556,4861261.868,10000000,0
725,112635540,56317751,0.0,0.0,56317789,0
9482,115834716,0,6127078.667,5024030.701,10074263,0
19649,11494,1,3669.333333,5982.669332,0,1
3669,752,33,185.0,134.9703671,0,0
3671,383065,2,20161.10526,50888.32832,0,1
12221,1686,1686,0.0,0.0,0,1
6841,37105,37105,0.0,0.0,0,0
11084,5159,0,1626.0,2586.852721,0,0
8878,472,23,0.0,0.0,0,0
8510,3,0,0.0,0.0,0,0
14815,287399,1,0.0,0.0,0,0
8265,87,87,0.0,0.0,0,0
3981,89,89,0.0,0.0,0,0
3570,7013,3,2336.666667,3873.135336,0,1
16614,70,13,0.0,0.0,0,0
6413,673,673,0.0,0.0,0,1
243,158,158,0.0,0.0,0,0
16470,1723,1723,0.0,0.0,0,0
18234,15020,3,5005.0,6145.752761,0,1
13295,3216,3216,0.0,0.0,0,1
11714,1424188,4,225967.8333,364187.5975,0,0
3659,53256806,53256806,0.0,0.0,0,0
17444,13294,3,4430.333333,7450.081364,0,1
10979,17575,5,16957.0,0.0,0,0
10163,301446,66,0.0,0.0,0,0
4079,149,149,0.0,0.0,0,0
4099,3766126,86,596369.3333,697637.1027,0,0
6752,12194,3,4062.666667,6263.025334,0,1
13286,2656,2656,0.0,0.0,0,1
16862,492790,67,123180.5,38.75134406,0,0
144,3138057,124,505474.3333,470404.0144,0,0
12621,1741196,240698,748484.5,3506.542528,0,0
15221,22416,22416,0.0,0.0,0,0
3471,8055,8055,0.0,0.0,0,1
8102,30175,30175,0.0,0.0,0,0
13270,354977,3,16903.42857,43950.9976,0,1
2095,11705,1,3745.0,5957.613281,0,1
3807,39733,39733,0.0,0.0,0,0
12414,687249,974,974.0,0.0,0,0
11146,13609,13609,0.0,0.0,0,1
17865,53932922,53932922,0.0,0.0,0,0
16676,78263086,1,7112022.091,4594461.617,10068738,0
2313,1945,1945,0.0,0.0,0,1
14023,2895,2895,0.0,0.0,0,0
6610,16396,16396,0.0,0.0,0,1
4718,184752,330,183833.0,0.0,0,0
3143,286,286,0.0,0.0,0,0
16849,8,8,0.0,0.0,0,1
7722,77542058,12,3370886.652,4560291.458,10001799,0
9058,4765,4765,0.0,0.0,0,1
16053,14049077,41,1262457.0,1934138.793,6015482,0
9035,39038,39038,0.0,0.0,0,0
4083,22269,3,7422.0,7768.151196,0,1
3060,1974658,1974658,0.0,0.0,0,1
15739,410189,2,19532.66667,42017.0827,0,1
6791,9941,9941,0.0,0.0,0,1
17595,47794,45,8205.0,13216.75289,0,0
17380,54125029,54125029,0.0,0.0,0,0
10977,2412539,3,369263.5,293710.6668,0,0
6803,6,6,0.0,0.0,0,1
6177,2,2,0.0,0.0,0,1
814,82,82,0.0,0.0,0,0
14021,530,530,0.0,0.0,0,1
5669,5569562,38,1856467.333,3215018.564,0,0
3639,11953,4,3983.0,6639.347784,0,1
1161,1420,6,848.0,0.0,0,0
16763,21995,21995,0.0,0.0,0,1
7581,359581,3,17122.7619,36607.08754,0,1
1892,1,1,0.0,0.0,0,0
18245,14912,14912,0.0,0.0,0,1
6156,138356,70,0.0,0.0,0,0
12439,364969,7,17379.09524,34184.02935,0,1
8684,637,19,0.0,0.0,0,0
16627,1751,1751,0.0,0.0,0,0
13213,46537,394,45594.0,0.0,0,0
8922,21,21,0.0,0.0,0,0
16942,306,306,0.0,0.0,0,0
8548,24400,24400,0.0,0.0,0,0
19326,1018,1018,0.0,0.0,0,0
19939,6,6,0.0,0.0,0,1
13240,1194,4,583.0,0.0,0,0
12703,4088900,48,580631.0,395991.4633,0,0
16376,20408,20408,0.0,0.0,0,0
2558,112635721,56317836,0.0,0.0,56317885,0
11683,17602,6,17014.0,0.0,0,0
125,10833,1,3432.333333,5584.310193,0,1
126,1153,1153,0.0,0.0,0,0
10524,1067,1067,0.0,0.0,0,0
14409,90369,1,1.0,0.0,0,0
11509,2094174,4,323633.8333,310652.7785,0,0
9287,52099672,0,82414.98415,884394.9011,10013623,0
16231,134859,94,0.0,0.0,0,0
14783,1048,1048,0.0,0.0,0,0
11034,284,284,0.0,0.0,0,0
2353,16150,3,5382.333333,8696.236561,0,1
1457,1776,1776,0.0,0.0,0,1
1302,492,492,0.0,0.0,0,1
8267,673,673,0.0,0.0,0,1
9582,434,434,0.0,0.0,0,0
16883,7731,7731,0.0,0.0,0,1
16809,2213603,5,342427.6667,314052.6658,0,0
14293,29791,29791,0.0,0.0,0,1
11877,4,4,0.0,0.0,0,1
15203,20174326,9,4028750.8,5480432.946,10002659,0
1806,16369169,0,194556.9048,1263573.611,10012303,0
1590,899797,3,286338.6667,121707.3657,0,0
407,86408314,86408314,0.0,0.0,86408314,0
6384,1,1,0.0,0.0,0,1
1180,5384671,42,1794843.667,3108325.678,0,0
182,363811,4,17323.95238,38126.53111,0,1
9268,32013,32013,0.0,0.0,0,0
10097,2573,2573,0.0,0.0,0,1
11739,786,786,0.0,0.0,0,1
16988,15750,2,5249.333333,8836.624601,0,1
11628,1738,1738,0.0,0.0,0,0
6031,54455528,54500000,0.0,0.0,0,0
590,10924,1,3467.0,5644.312801,0,1
12715,118631429,12,5648045.19,17541811.96,58574501,0
18727,1308,6,700.0,0.0,0,0
4564,539,539,0.0,0.0,0,1
15861,10194,10194,0.0,0.0,0,1
11899,4770,4770,0.0,0.0,0,1
978,1547216,765293,0.0,0.0,0,0
6307,73605,31,31.0,0.0,0,0
9645,2867,2867,0.0,0.0,0,0
17670,66,66,0.0,0.0,0,0
6426,86196032,86196032,0.0,0.0,86196032,0
9110,212,16,0.0,0.0,0,0
6063,15690,15690,0.0,0.0,0,1
8368,11808,15,3815.333333,6246.814415,0,1
18466,116670563,0,8969917.0,21849990.63,58157349,0
3141,1551,1551,0.0,0.0,0,1
3346,1736655,4,269738.6667,335585.7474,0,0
10855,1359,1359,0.0,0.0,0,1
14127,116170023,0,7256769.688,19813287.1,57976602,0
17450,16486,16486,0.0,0.0,0,1
10701,42,42,0.0,0.0,0,0
13816,6,6,0.0,0.0,0,1
19198,2,2,0.0,0.0,0,1
19150,1203,1203,0.0,0.0,0,1
4043,1798,1798,0.0,0.0,0,1
2719,1302,5,667.0,0.0,0,0
16061,1947702,1947702,0.0,0.0,0,1
19950,1377,9,755.0,0.0,0,0
7770,360,360,0.0,0.0,0,0
5275,16640,3,15868.0,0.0,0,0
12774,27529,27529,0.0,0.0,0,1
3970,15053,15053,0.0,0.0,0,1
18314,459,459,0.0,0.0,0,0
11630,1775,1775,0.0,0.0,0,1
17786,25613928,19,4241051.333,2747522.331,7079397,0
4022,328,328,0.0,0.0,0,0
4467,10715,22,3385.333333,5296.409192,0,1
2448,33901,33901,0.0,0.0,0,0
17530,84,84,0.0,0.0,0,0
7091,486,486,0.0,0.0,0,1
12451,10069,16,3227.666667,5210.187553,0,1
11976,1576776,10,247036.3333,346705.9713,0,0
1938,2007354,81,307491.0,317431.2385,0,0
18308,15541,15541,0.0,0.0,0,1
4103,2178,2178,0.0,0.0,0,1
10940,15250,15250,0.0,0.0,0,1
12086,66,66,0.0,0.0,0,0
4295,2802,2802,0.0,0.0,0,1
15682,15251,15251,0.0,0.0,0,1
6832,83,83,0.0,0.0,0,0
11462,1094,6,530.0,0.0,0,0
8487,38943,1,1.0,0.0,0,0
14747,242747,1,20310.5,33965.6774,0,0
14026,2129,2129,0.0,0.0,0,1
13413,1,1,0.0,0.0,0,1
6916,294,294,0.0,0.0,0,0
7489,13114,8,12602.0,0.0,0,0
6702,4,4,0.0,0.0,0,1
22,500,500,0.0,0.0,0,1
1310,30,30,0.0,0.0,0,0
17722,373219,4,17772.0,46083.56987,0,1
10396,418811,418811,0.0,0.0,0,0
18025,13132,1,0.0,0.0,0,0
13426,12131,12131,0.0,0.0,0,0
9485,321163,4,16057.6,33001.46621,0,1
7362,30643,30643,0.0,0.0,0,1
17693,5245801,3,711715.2857,757523.6719,0,0
15193,1835,1835,0.0,0.0,0,1
451,2800219,51,442047.6667,379361.2359,0,0
7557,1231,6,705.0,0.0,0,0
16220,255,255,0.0,0.0,0,0
16851,2832317,3,371140.0,261108.9856,0,0
19435,6,6,0.0,0.0,0,1
8126,4240,4240,0.0,0.0,0,1
9713,21808,4,7266.666667,12045.69676,0,1
15649,1361,4,452.3333333,519.0918352,0,1
7351,86,86,0.0,0.0,0,0
7051,12680011,0,11475.14634,72588.94272,11700000,0
170,1556,3,516.3333333,503.652989,0,1
13592,294,294,0.0,0.0,0,0
2789,10027,1,3214.0,5237.741212,0,1
16528,1,1,0.0,0.0,0,0
17549,2277686,3,348403.6667,304538.8665,0,0
11730,36871,1,1.0,0.0,0,0
6720,92,92,0.0,0.0,0,0
185,1235,6,659.0,0.0,0,0
7490,45653,6,45144.0,0.0,0,0
17400,556,556,0.0,0.0,0,1
7893,526,526,0.0,0.0,0,1
15506,32,32,0.0,0.0,0,1
14787,482,482,0.0,0.0,0,1
10059,1287,1287,0.0,0.0,0,1
8629,2,2,0.0,0.0,0,1
5371,6,6,0.0,0.0,0,1
12032,37,37,0.0,0.0,0,0
18876,350,350,0.0,0.0,0,0
5549,14468,4,4821.333333,7756.500843,0,1
9757,112640001,56319976,0.0,0.0,56320025,0
9215,614,614,0.0,0.0,0,0
12519,479,479,0.0,0.0,0,1
17804,7027257,0,39198.04,412062.4997,5350083,0
1950,11934206,3,3978067.667,3575868.025,6928580,1
12156,115575257,33,8480094.0,3760748.281,10000000,0
608,490,490,0.0,0.0,0,1
6335,15912,15912,0.0,0.0,0,1
2820,2170,2170,0.0,0.0,0,1
236,1858,1858,0.0,0.0,0,1
8923,33491,8,32299.0,0.0,0,0
13440,31520,6,30689.0,0.0,0,0
5804,30823236,1,3075377.3,4833188.373,10008516,0
7584,1,1,0.0,0.0,0,1
9474,46174609,46174609,0.0,0.0,46174609,1
16029,70980,0,0.0,0.0,0,0
14308,267,267,0.0,0.0,0,0
14919,28070,28,28.0,0.0,0,0
1734,5006380,8,1668790.667,2889373.677,0,1
16280,1632,1632,0.0,0.0,0,1
3265,1277,1277,0.0,0.0,0,0
4812,132240,82,0.0,0.0,0,0
6397,43441,43441,0.0,0.0,0,0
17697,24739,1,1.0,0.0,0,0
18804,352806,6,16799.61905,39815.97016,0,1
13813,6,6,0.0,0.0,0,1
3878,95505,28,28.0,0.0,0,0
6703,4,4,0.0,0.0,0,1
3693,13093,13093,0.0,0.0,0,1
15573,1193,6,395.6666667,504.0201716,0,1
14125,503,503,0.0,0.0,0,1
3735,530,530,0.0,0.0,0,1
8509,114314264,1,5442054.952,4978022.95,10126840,0
10179,3147000,3,498298.0,502394.05,0,0
18063,837224,3,167500.0,1620.716714,0,0
9070,28471,3,9489.0,8501.750584,0,1
14675,133388,3,33329.25,386.1850808,0,0
19670,182140,9,14490.0,20984.95521,0,0
11671,13924,13924,0.0,0.0,0,1
14445,2,2,0.0,0.0,0,1
2110,17050,17050,0.0,0.0,0,1
11661,4956284,61,607671.0,473286.5168,0,0
4560,165,165,0.0,0.0,0,0
4943,2,2,0.0,0.0,0,1
19178,1848,1848,0.0,0.0,0,1
7694,28927,1,1.0,0.0,0,0
12274,3138482,4,331713.1111,265819.1694,0,0
4044,8236,8236,0.0,0.0,0,1
11425,112642782,56321331,0.0,0.0,56321451,0
5518,7,7,0.0,0.0,0,1
6564,3720,3720,0.0,0.0,0,1
3330,504,504,0.0,0.0,0,1
1309,24115,3,8037.333333,8831.026007,0,1
13326,511,511,0.0,0.0,0,1
2729,71078,45,45.0,0.0,0,0
2360,752,1,0.0,0.0,0,0
1694,20120,3,6705.0,11200.64779,0,1
2114,18054,18054,0.0,0.0,0,0
19874,241535,50,0.0,0.0,0,0
16740,23025873,23025873,0.0,0.0,23025873,1
1710,6922,6922,0.0,0.0,0,1
1397,1,1,0.0,0.0,0,1
16211,934,934,0.0,0.0,0,0
11972,54235231,54235231,0.0,0.0,0,0
18681,2,2,0.0,0.0,0,1
5573,88516,471,62105.0,0.0,0,0
13355,14967,14967,0.0,0.0,0,1
8132,5022,5022,0.0,0.0,0,1
4196,11006,15,3499.0,5698.35485,0,1
6763,12914,12914,0.0,0.0,0,0
1292,4010643,41,567992.2857,359481.8384,0,0
10922,2100811,65,342817.0,384117.3406,0,0
16971,1,1,0.0,0.0,0,1
16813,11085,11085,0.0,0.0,0,0
9255,6842,6842,0.0,0.0,0,1
5585,2521,6,838.3333333,1223.097025,0,1
856,1396,1396,0.0,0.0,0,1
836,3,3,0.0,0.0,0,1
240,88098377,88098377,0.0,0.0,88098377,0
9486,3620,3620,0.0,0.0,0,1
9503,2866252,3,328675.0,184780.0595,0,0
14040,12441,12441,0.0,0.0,0,0
6901,888,49,212.0,147.8478948,0,0
8997,890,890,0.0,0.0,0,0
67,16594,3,5530.0,8550.659331,0,1
17367,6,6,0.0,0.0,0,1
7308,518,518,0.0,0.0,0,1
10967,583,583,0.0,0.0,0,1
9088,105054055,47586,0.0,0.0,60404034,0
14335,23457,23457,0.0,0.0,0,0
8318,553,553,0.0,0.0,0,1
10223,1381,1381,0.0,0.0,0,1
2235,655,655,0.0,0.0,0,1
13165,1,1,0.0,0.0,0,0
11779,1401,1401,0.0,0.0,0,0
18809,117405155,1,7816680.467,20506702.11,58383550,0
9524,503,503,0.0,0.0,0,1
45,1513324,747748,0.0,0.0,0,0
16100,8419,8419,0.0,0.0,0,1
417,143,143,0.0,0.0,0,0
15190,94124,44,44.0,0.0,0,0
8576,274470,5,14768.83333,20659.42257,0,0
10298,6778627,49,2259486.667,3913077.186,0,0
6997,110929196,45,7922694.143,3763761.231,10003908,0
9422,17211,444,16370.0,0.0,0,0
8676,19,19,0.0,0.0,0,0
13126,20871,20871,0.0,0.0,0,1
15585,1027766,3,256919.5,101424.547,0,0
6490,29863,29863,0.0,0.0,0,1
4398,2,2,0.0,0.0,0,1
8954,369,369,0.0,0.0,0,0
19020,46776,3,15591.0,16162.54859,0,1
13771,16838,6,16180.0,0.0,0,0
6278,115892156,0,6145036.667,5013306.5,10008258,0
14695,1199762,66,195058.6667,372947.731,0,0
16594,6281,6281,0.0,0.0,0,1
2879,773344,51,155471.25,3449.503479,0,0
16409,1832,1832,0.0,0.0,0,1
9495,1221,6,405.0,476.3622571,0,1
1146,12493,21,3942.333333,6472.594096,0,1
19713,1059,1059,0.0,0.0,0,0
10408,1791137,0,282596.1667,333355.6811,0,0
15164,1108,8,632.0,0.0,0,0
14750,1432,1432,0.0,0.0,0,1
13351,430551,430551,0.0,0.0,0,0
8137,14678,14678,0.0,0.0,0,0
15573,1193,6,395.6666667,504.0201716,0,1
10720,118745233,0,6982053.647,4656814.439,10001627,0
10854,119077137,1,4080218.75,4898122.867,10014772,0
250,11066,3,3687.0,5928.514232,0,1
5979,96427232,1,15241.4,13950.00589,0,0
7100,492,492,0.0,0.0,0,1
1121,1651,1651,0.0,0.0,0,0
8876,53261755,53261755,0.0,0.0,0,0
516,616756,2,43786.0,64142.37788,0,0
12560,11071,20,3542.0,5742.987985,0,1
17576,3,0,0.0,0.0,0,0
10918,9707,2,3235.0,4924.220852,0,1
14838,126,126,0.0,0.0,0,0
646,7771,7771,0.0,0.0,0,1
16829,381005,1,64378.25,74485.52836,0,0
6685,102,102,0.0,0.0,0,0
19434,3036,3036,0.0,0.0,0,1
7292,1,1,0.0,0.0,0,1
13269,3839,3839,0.0,0.0,0,1
10957,163,163,0.0,0.0,0,0
11478,2794131,4,426266.5,275537.246,0,0
15240,1,1,0.0,0.0,0,1
3657,2,2,0.0,0.0,0,1
1204,2,2,0.0,0.0,0,1
18532,1855026,72,285820.5,327505.8935,0,0
771,69482,45,45.0,0.0,0,0
19270,12328,12328,0.0,0.0,0,0
11181,630,630,0.0,0.0,0,1
11170,1632,18,0.0,0.0,0,1
18046,11315,1,3611.0,5751.839619,0,1
10801,401494,0,100809.3333,1741.715342,0,0
4858,2196,2196,0.0,0.0,0,1
19470,57,57,0.0,0.0,0,0
17391,288,288,0.0,0.0,0,0
1899,5805916,39,1935253.333,3351505.9,0,0
1001,236,236,0.0,0.0,0,0
9787,825,0,181.0,191.2093094,0,0
3083,5514,3,1836.0,2389.802712,0,1
18198,2,2,0.0,0.0,0,1
2577,1320,1320,0.0,0.0,0,0
2724,1898,1898,0.0,0.0,0,0
5119,16800,2,16235.0,0.0,0,0
17708,1823,1823,0.0,0.0,0,1
8730,16,16,0.0,0.0,0,0
19132,1838,1838,0.0,0.0,0,1
19361,466,466,0.0,0.0,0,1
17441,3947933,4,560377.4286,402892.4764,0,0
19608,36364,3,12119.66667,10829.03534,0,1
11887,22064,22064,0.0,0.0,0,1
2977,53545458,53545458,0.0,0.0,0,0
3792,5715,5715,0.0,0.0,0,1
4876,118411462,0,1375976.5,8908521.103,59158597,0
12360,1008,1008,0.0,0.0,0,1
1147,246123,67,0.0,0.0,0,0
10536,3832,3832,0.0,0.0,0,1
17423,11479,11479,0.0,0.0,0,0
3092,168472,92,0.0,0.0,0,0
136,7,7,0.0,0.0,0,1
480,6,6,0.0,0.0,0,1
16505,35,35,0.0,0.0,0,0
14246,699238,4,174782.25,18966.17158,0,0
12548,106206537,3,53103266.5,31263181.3,53247628,1
7108,547,547,0.0,0.0,0,1
8128,1498,6,893.0,0.0,0,0
13634,2199223,84,334199.0,303852.4127,0,0
13720,22945700,22945700,0.0,0.0,22945700,1
13386,24585,24585,0.0,0.0,0,1
316,41,41,0.0,0.0,0,0
2179,671,671,0.0,0.0,0,1
8218,19060,7,6351.0,10394.9621,0,1
6966,3,0,0.0,0.0,0,0
6241,707,707,0.0,0.0,0,1
14097,4099165,43,581306.8571,415579.729,0,0
4288,82,82,0.0,0.0,0,0
2814,1076,1076,0.0,0.0,0,1
11311,12849,12849,0.0,0.0,0,0
9307,143,143,0.0,0.0,0,0
13805,5410,5410,0.0,0.0,0,1
13790,53798013,53798013,0.0,0.0,0,0
9098,1112,7,591.0,0.0,0,0
15710,10934,0,3495.666667,5758.477779,0,1
15401,372,372,0.0,0.0,0,0
19660,14264,14264,0.0,0.0,0,0
18047,1237,1237,0.0,0.0,0,0
9243,1240,1240,0.0,0.0,0,0
18257,23291,4,7762.333333,8635.043158,0,1
17603,17414,17414,0.0,0.0,0,0
5477,2042,2042,0.0,0.0,0,1
18917,8818,1,2800.666667,4460.928192,0,1
1955,419,419,0.0,0.0,0,0
5964,86263632,86263632,0.0,0.0,86263632,0
18249,1951236,1951236,0.0,0.0,0,1
4039,10906,1,3475.666667,5644.923147,0,1
16155,3302086,0,8755.107143,14425.70311,0,0
13938,119,119,0.0,0.0,0,0
15717,1828356,3,242837.3333,284097.4317,0,0
